ticker,exchange,assetType,priceCurrency,startDate,endDate
000001,SHE,Stock,CNY,2007-08-30,2020-08-14
000002,SHE,Stock,CNY,2000-01-04,2020-08-14
000003,SHE,Stock,CNY,,
000004,SHE,Stock,CNY,2007-08-31,2020-08-14
000005,SHE,Stock,CNY,2001-01-02,2020-08-14
000006,SHE,Stock,CNY,2018-01-01,2020-08-14
000007,SHE,Stock,CNY,2007-08-31,2020-08-14
000008,SHE,Stock,CNY,2000-01-03,2020-08-14
000009,SHE,Stock,CNY,2000-01-03,2020-08-14
000010,SHE,Stock,CNY,2007-08-31,2020-08-14
000011,SHE,Stock,CNY,2018-01-01,2020-08-14
000012,SHE,Stock,CNY,2000-01-03,2020-08-14
000013,SHE,Stock,CNY,,
000014,SHE,Stock,CNY,2018-01-01,2020-08-14
000015,SHE,Stock,CNY,,
000016,SHE,Stock,CNY,2018-01-01,2020-08-14
000017,SHE,Stock,CNY,2018-01-02,2020-08-14
000018,SHE,Stock,CNY,2018-01-02,2020-01-06
000019,SHE,Stock,CNY,2018-01-01,2020-08-14
000020,SHE,Stock,CNY,2007-08-31,2020-08-14
000021,SHE,Stock,CNY,2000-01-03,2020-08-14
000022,SHE,Stock,CNY,2007-08-31,2018-12-20
000023,SHE,Stock,CNY,2018-01-01,2020-08-14
000024,SHE,Stock,CNY,,
000025,SHE,Stock,CNY,2018-01-01,2020-08-14
000026,SHE,Stock,CNY,2018-01-01,2020-08-14
000027,SHE,Stock,CNY,2000-01-03,2020-08-14
000028,SHE,Stock,CNY,2018-01-01,2020-08-14
000029,SHE,Stock,CNY,2016-09-13,2018-04-24
000030,SHE,Stock,CNY,2000-01-03,2020-08-14
000031,SHE,Stock,CNY,2009-09-01,2020-08-14
000032,SHE,Stock,CNY,2018-01-01,2020-08-14
000033,SHE,Stock,CNY,2007-08-31,2017-07-06
000034,SHE,Stock,CNY,2017-09-28,2020-08-14
000035,SHE,Stock,CNY,2007-09-28,2020-08-14
000036,SHE,Stock,CNY,2000-01-03,2020-08-14
000037,SHE,Stock,CNY,2000-01-03,2020-08-14
000038,SHE,Stock,CNY,2013-02-08,2020-08-14
000039,SHE,Stock,CNY,2018-01-01,2020-08-14
000040,SHE,Stock,CNY,2018-01-01,2020-08-14
000042,SHE,Stock,CNY,2000-01-03,2020-08-14
000043,SHE,Stock,CNY,2000-01-03,2019-12-13
000045,SHE,Stock,CNY,2000-01-03,2020-08-14
000046,SHE,Stock,CNY,2018-01-01,2020-08-14
000047,SHE,Stock,CNY,,
000048,SHE,Stock,CNY,2000-01-04,2020-08-14
000049,SHE,Stock,CNY,2018-01-01,2020-08-14
000050,SHE,Stock,CNY,2000-01-03,2020-08-14
000055,SHE,Stock,CNY,2000-01-03,2020-08-14
000056,SHE,Stock,CNY,2017-10-31,2020-08-14
000058,SHE,Stock,CNY,2000-01-03,2020-08-14
000059,SHE,Stock,CNY,2000-01-03,2020-08-14
000060,SHE,Stock,CNY,2018-01-01,2020-08-14
000061,SHE,Stock,CNY,2000-01-11,2020-08-14
000062,SHE,Stock,CNY,2000-01-03,2020-08-14
000063,SHE,Stock,CNY,2018-01-01,2020-08-14
000065,SHE,Stock,CNY,2018-01-01,2020-08-14
000066,SHE,Stock,CNY,2000-01-03,2020-08-14
000068,SHE,Stock,CNY,2007-08-30,2020-08-14
000069,SHE,Stock,CNY,2018-01-01,2020-08-14
000070,SHE,Stock,CNY,2018-01-01,2020-08-14
000078,SHE,Stock,CNY,2000-01-03,2020-08-14
000088,SHE,Stock,CNY,2000-01-03,2020-08-10
000089,SHE,Stock,CNY,2000-01-03,2020-08-14
000090,SHE,Stock,CNY,2018-01-01,2020-08-14
000096,SHE,Stock,CNY,2018-01-01,2020-08-14
000099,SHE,Stock,CNY,2018-01-01,2020-08-14
000100,SHE,Stock,CNY,2004-02-02,2020-08-14
000150,SHE,Stock,CNY,2000-08-08,2020-08-14
000151,SHE,Stock,CNY,2018-01-01,2020-08-14
000153,SHE,Stock,CNY,2018-01-01,2020-08-14
000155,SHE,Stock,CNY,2018-01-02,2020-08-14
000156,SHE,Stock,CNY,2018-01-01,2020-08-14
000157,SHE,Stock,CNY,2018-01-01,2020-08-14
000158,SHE,Stock,CNY,2018-01-02,2020-08-14
000159,SHE,Stock,CNY,2000-09-25,2020-08-14
000166,SHE,Stock,CNY,2018-01-01,2020-08-14
0001753539,NYSE,Stock,USD,,
000301,SHE,Stock,CNY,2018-01-01,2020-08-14
000333,SHE,Stock,CNY,2000-01-03,2020-08-14
000338,SHE,Stock,CNY,2018-01-01,2020-08-14
000400,SHE,Stock,CNY,2018-01-01,2020-08-14
000401,SHE,Stock,CNY,2018-01-01,2020-08-14
000402,SHE,Stock,CNY,2000-01-03,2020-08-14
000403,SHE,Stock,CNY,2018-01-01,2020-08-14
000404,SHE,Stock,CNY,2018-01-01,2020-08-14
000405,SHE,Stock,CNY,,
000406,SHE,Stock,CNY,,
000407,SHE,Stock,CNY,2000-01-04,2020-08-14
000408,SHE,Stock,CNY,2018-01-02,2020-08-14
000409,SHE,Stock,CNY,2018-01-02,2020-08-14
000410,SHE,Stock,CNY,2000-01-03,2020-08-14
000411,SHE,Stock,CNY,2018-01-01,2020-08-14
000412,SHE,Stock,CNY,,
000413,SHE,Stock,CNY,2000-01-03,2020-08-14
000415,SHE,Stock,CNY,2018-01-02,2020-08-14
000416,SHE,Stock,CNY,2000-01-03,2020-08-14
000417,SHE,Stock,CNY,2018-01-01,2020-08-14
000418,SHE,Stock,CNY,2000-01-03,2019-05-07
000419,SHE,Stock,CNY,2000-01-03,2020-08-14
000420,SHE,Stock,CNY,2000-01-03,2020-08-14
000421,SHE,Stock,CNY,2000-01-03,2020-08-14
000422,SHE,Stock,CNY,2018-01-02,2020-08-14
000423,SHE,Stock,CNY,2000-01-03,2020-08-14
000425,SHE,Stock,CNY,2000-01-03,2020-08-14
000426,SHE,Stock,CNY,2000-01-03,2020-08-14
000428,SHE,Stock,CNY,2000-01-03,2020-08-14
000429,SHE,Stock,CNY,2000-01-03,2020-08-14
000430,SHE,Stock,CNY,2018-01-02,2020-08-14
000488,SHE,Stock,CNY,2000-11-20,2020-08-14
000498,SHE,Stock,CNY,2018-01-01,2020-08-14
000501,SHE,Stock,CNY,2000-01-03,2020-08-14
000502,SHE,Stock,CNY,2007-08-30,2020-08-14
000503,SHE,Stock,CNY,2018-01-02,2020-08-14
000504,SHE,Stock,CNY,2007-08-30,2020-08-14
000505,SHE,Stock,CNY,2007-08-30,2020-08-14
000506,SHE,Stock,CNY,2018-01-02,2020-08-14
000507,SHE,Stock,CNY,2018-01-01,2020-08-14
000508,SHE,Stock,CNY,,
000509,SHE,Stock,CNY,2017-07-17,2020-08-14
000510,SHE,Stock,CNY,2000-01-04,2020-08-14
000511,SHE,Stock,CNY,2017-04-28,2018-07-17
000513,SHE,Stock,CNY,2000-01-03,2020-08-14
000514,SHE,Stock,CNY,2018-01-02,2020-08-14
000515,SHE,Stock,CNY,,
000516,SHE,Stock,CNY,2000-02-02,2020-08-14
000517,SHE,Stock,CNY,2000-01-03,2020-08-14
000518,SHE,Stock,CNY,2007-08-30,2020-08-14
000519,SHE,Stock,CNY,2018-01-01,2020-08-14
000520,SHE,Stock,CNY,2000-01-03,2020-08-14
000521,SHE,Stock,CNY,2018-01-01,2020-08-14
000522,SHE,Stock,CNY,,
000523,SHE,Stock,CNY,2018-01-01,2020-08-14
000524,SHE,Stock,CNY,2018-01-01,2020-08-14
000525,SHE,Stock,CNY,2018-01-01,2020-08-14
000526,SHE,Stock,CNY,2007-08-30,2020-08-14
000527,SHE,Stock,CNY,,
000528,SHE,Stock,CNY,2000-01-03,2020-08-14
000529,SHE,Stock,CNY,2018-01-01,2020-08-14
000530,SHE,Stock,CNY,2000-01-03,2020-08-14
000531,SHE,Stock,CNY,2018-01-01,2020-08-14
000532,SHE,Stock,CNY,2000-01-03,2020-08-14
000533,SHE,Stock,CNY,2018-01-02,2020-08-14
000534,SHE,Stock,CNY,2000-01-03,2020-08-14
000535,SHE,Stock,CNY,,
000536,SHE,Stock,CNY,2000-01-03,2020-08-14
000537,SHE,Stock,CNY,2000-01-13,2020-08-14
000538,SHE,Stock,CNY,2016-02-23,2020-08-14
000539,SHE,Stock,CNY,2000-01-03,2020-08-14
000540,SHE,Stock,CNY,2017-08-18,2020-08-14
000541,SHE,Stock,CNY,2000-01-03,2020-08-14
000542,SHE,Stock,CNY,,
000543,SHE,Stock,CNY,2018-01-01,2020-08-14
000544,SHE,Stock,CNY,2018-01-01,2020-08-14
000545,SHE,Stock,CNY,2018-01-01,2020-08-14
000546,SHE,Stock,CNY,2018-01-01,2020-08-14
000547,SHE,Stock,CNY,2018-01-01,2020-08-14
000548,SHE,Stock,CNY,2018-01-01,2020-08-14
000549,SHE,Stock,CNY,,
000550,SHE,Stock,CNY,2018-01-01,2020-08-14
000551,SHE,Stock,CNY,2018-01-02,2020-08-14
000552,SHE,Stock,CNY,2018-01-01,2020-08-14
000553,SHE,Stock,CNY,2018-01-01,2020-08-14
000554,SHE,Stock,CNY,2018-01-02,2020-08-14
000555,SHE,Stock,CNY,2018-01-01,2020-08-14
000556,SHE,Stock,CNY,,
000557,SHE,Stock,CNY,2007-08-30,2020-08-14
000558,SHE,Stock,CNY,2007-08-30,2020-08-14
000559,SHE,Stock,CNY,2018-01-01,2020-08-14
000560,SHE,Stock,CNY,2018-01-01,2020-08-14
000561,SHE,Stock,CNY,2000-01-03,2020-08-14
000562,SHE,Stock,CNY,,
000563,SHE,Stock,CNY,2018-01-01,2020-08-14
000564,SHE,Stock,CNY,2007-08-30,2020-08-14
000565,SHE,Stock,CNY,2018-01-01,2020-08-14
000566,SHE,Stock,CNY,2017-11-21,2020-08-14
000567,SHE,Stock,CNY,2018-01-01,2020-08-14
000568,SHE,Stock,CNY,2018-01-01,2020-08-14
000569,SHE,Stock,CNY,,
000570,SHE,Stock,CNY,2000-01-03,2020-08-14
000571,SHE,Stock,CNY,2018-01-02,2020-08-14
000572,SHE,Stock,CNY,2018-01-02,2020-08-14
000573,SHE,Stock,CNY,2018-01-01,2020-08-14
000576,SHE,Stock,CNY,2007-08-30,2020-08-14
000578,SHE,Stock,CNY,,
000581,SHE,Stock,CNY,2000-01-04,2020-08-14
000582,SHE,Stock,CNY,2018-01-01,2020-08-14
000583,SHE,Stock,CNY,,
000584,SHE,Stock,CNY,2018-01-01,2020-08-14
000585,SHE,Stock,CNY,2007-08-30,2020-08-14
000586,SHE,Stock,CNY,2000-01-04,2020-08-14
000587,SHE,Stock,CNY,2000-01-03,2020-08-14
000588,SHE,Stock,CNY,,
000589,SHE,Stock,CNY,2018-01-01,2020-08-14
000590,SHE,Stock,CNY,2018-01-02,2020-08-14
000591,SHE,Stock,CNY,2018-01-01,2020-08-14
000592,SHE,Stock,CNY,2015-01-05,2020-08-14
000593,SHE,Stock,CNY,2000-01-03,2020-08-14
000594,SHE,Stock,CNY,,
000595,SHE,Stock,CNY,2000-01-03,2020-08-14
000596,SHE,Stock,CNY,2000-01-03,2020-08-14
000597,SHE,Stock,CNY,2018-01-01,2020-08-14
000598,SHE,Stock,CNY,2018-01-01,2020-08-14
000599,SHE,Stock,CNY,2018-01-01,2020-08-14
000600,SHE,Stock,CNY,2018-01-01,2020-08-14
000601,SHE,Stock,CNY,2018-01-01,2020-08-14
000602,SHE,Stock,CNY,,
000603,SHE,Stock,CNY,2018-01-01,2020-08-14
000605,SHE,Stock,CNY,2000-01-03,2020-08-14
000606,SHE,Stock,CNY,2007-08-30,2020-08-14
000607,SHE,Stock,CNY,2000-01-03,2020-08-14
000608,SHE,Stock,CNY,2018-01-02,2020-08-14
000609,SHE,Stock,CNY,2000-01-05,2020-08-14
000610,SHE,Stock,CNY,2018-01-01,2020-08-14
000611,SHE,Stock,CNY,2018-01-02,2020-08-14
000612,SHE,Stock,CNY,2018-01-01,2020-08-14
000613,SHE,Stock,CNY,2007-08-30,2020-08-14
000615,SHE,Stock,CNY,2018-01-02,2020-08-14
000616,SHE,Stock,CNY,2007-08-30,2020-08-14
000617,SHE,Stock,CNY,2018-01-01,2020-08-14
000618,SHE,Stock,CNY,,
000619,SHE,Stock,CNY,2000-01-03,2020-08-14
000620,SHE,Stock,CNY,2000-01-04,2020-08-14
000621,SHE,Stock,CNY,,
000622,SHE,Stock,CNY,2013-02-08,2020-08-14
000623,SHE,Stock,CNY,2000-01-03,2020-08-14
000625,SHE,Stock,CNY,2000-01-03,2020-08-14
000626,SHE,Stock,CNY,2018-01-02,2020-08-14
000627,SHE,Stock,CNY,2000-01-03,2020-08-14
000628,SHE,Stock,CNY,2007-08-30,2020-08-14
000629,SHE,Stock,CNY,2017-04-19,2020-08-14
000630,SHE,Stock,CNY,2000-01-03,2020-08-14
000631,SHE,Stock,CNY,2018-01-01,2020-08-14
000632,SHE,Stock,CNY,2000-01-04,2020-08-14
000633,SHE,Stock,CNY,2007-08-30,2020-08-14
000635,SHE,Stock,CNY,2018-01-01,2020-08-14
000636,SHE,Stock,CNY,2000-01-03,2020-08-14
000637,SHE,Stock,CNY,2000-01-03,2020-08-14
000638,SHE,Stock,CNY,2009-06-05,2020-08-14
000639,SHE,Stock,CNY,2018-01-01,2020-08-14
000650,SHE,Stock,CNY,2018-01-01,2020-08-14
000651,SHE,Stock,CNY,2018-01-01,2020-08-14
000652,SHE,Stock,CNY,2000-01-04,2020-08-14
000653,SHE,Stock,CNY,,
000655,SHE,Stock,CNY,2000-01-04,2020-08-14
000656,SHE,Stock,CNY,2018-01-01,2020-08-14
000657,SHE,Stock,CNY,2018-01-02,2020-08-14
000658,SHE,Stock,CNY,,
000659,SHE,Stock,CNY,2018-01-02,2020-08-14
000660,SHE,Stock,CNY,,
000661,SHE,Stock,CNY,2000-01-03,2020-08-14
000662,SHE,Stock,CNY,2018-01-02,2020-08-14
000663,SHE,Stock,CNY,2000-01-03,2020-08-14
000665,SHE,Stock,CNY,2000-01-03,2020-08-14
000666,SHE,Stock,CNY,2018-01-01,2020-08-14
000667,SHE,Stock,CNY,2018-01-02,2020-08-14
000668,SHE,Stock,CNY,2018-01-01,2020-08-14
000669,SHE,Stock,CNY,2018-01-02,2020-08-14
000670,SHE,Stock,CNY,2018-01-02,2020-03-19
000671,SHE,Stock,CNY,2018-01-01,2020-08-14
000672,SHE,Stock,CNY,2000-01-03,2020-08-14
000673,SHE,Stock,CNY,2002-09-25,2020-08-14
000675,SHE,Stock,CNY,,
000676,SHE,Stock,CNY,2018-01-01,2020-08-14
000677,SHE,Stock,CNY,2000-01-03,2020-08-14
000678,SHE,Stock,CNY,2000-01-03,2020-08-14
000679,SHE,Stock,CNY,2018-01-02,2020-08-14
000680,SHE,Stock,CNY,2018-01-01,2020-08-14
000681,SHE,Stock,CNY,2018-01-01,2020-08-14
000682,SHE,Stock,CNY,2018-01-01,2020-08-14
000683,SHE,Stock,CNY,2018-01-02,2020-08-14
000685,SHE,Stock,CNY,2018-01-01,2020-08-14
000686,SHE,Stock,CNY,2000-01-03,2020-08-14
000687,SHE,Stock,CNY,2018-01-02,2020-08-14
000688,SHE,Stock,CNY,2018-01-02,2020-08-14
000689,SHE,Stock,CNY,,
000690,SHE,Stock,CNY,2000-01-03,2020-08-14
000691,SHE,Stock,CNY,2009-09-01,2020-08-14
000692,SHE,Stock,CNY,2018-01-02,2020-08-14
000693,SHE,Stock,CNY,2018-03-21,2019-07-08
000695,SHE,Stock,CNY,2018-01-16,2020-08-14
000697,SHE,Stock,CNY,2018-01-02,2020-08-14
000698,SHE,Stock,CNY,2018-01-01,2020-08-14
000699,SHE,Stock,CNY,,
000700,SHE,Stock,CNY,2000-01-03,2020-08-14
000701,SHE,Stock,CNY,2000-01-03,2020-08-14
000702,SHE,Stock,CNY,2000-01-03,2020-08-14
000703,SHE,Stock,CNY,2018-01-01,2020-08-14
000705,SHE,Stock,CNY,2018-01-01,2020-08-14
000707,SHE,Stock,CNY,2018-01-02,2020-08-14
000708,SHE,Stock,CNY,2000-01-03,2020-08-14
000709,SHE,Stock,CNY,2000-01-03,2020-08-14
000710,SHE,Stock,CNY,2000-01-03,2020-08-14
000711,SHE,Stock,CNY,2018-01-02,2020-08-14
000712,SHE,Stock,CNY,2018-01-02,2020-08-14
000713,SHE,Stock,CNY,2018-01-01,2020-08-14
000715,SHE,Stock,CNY,2000-01-03,2020-08-14
000716,SHE,Stock,CNY,2018-01-02,2020-08-14
000717,SHE,Stock,CNY,2000-01-03,2020-08-14
000718,SHE,Stock,CNY,2018-01-01,2020-08-14
000719,SHE,Stock,CNY,2018-01-01,2020-08-14
000720,SHE,Stock,CNY,2007-08-30,2020-08-14
000721,SHE,Stock,CNY,2018-01-02,2020-08-14
000722,SHE,Stock,CNY,2018-01-01,2020-08-14
000723,SHE,Stock,CNY,2000-01-03,2020-08-14
000725,SHE,Stock,CNY,2001-01-11,2020-08-14
000726,SHE,Stock,CNY,2018-01-01,2020-08-14
000727,SHE,Stock,CNY,2018-01-02,2020-08-14
000728,SHE,Stock,CNY,2000-01-03,2020-08-14
000729,SHE,Stock,CNY,2000-01-03,2020-08-14
000730,SHE,Stock,CNY,,
000731,SHE,Stock,CNY,2000-01-03,2020-08-14
000732,SHE,Stock,CNY,2018-01-01,2020-08-14
000733,SHE,Stock,CNY,2000-01-03,2020-08-14
000735,SHE,Stock,CNY,2018-01-01,2020-08-14
000736,SHE,Stock,CNY,2018-01-01,2020-08-14
000737,SHE,Stock,CNY,2007-08-30,2020-08-14
000738,SHE,Stock,CNY,2018-01-01,2020-08-14
000739,SHE,Stock,CNY,2000-01-03,2020-08-14
000748,SHE,Stock,CNY,,
000750,SHE,Stock,CNY,2018-01-01,2020-08-14
000751,SHE,Stock,CNY,2018-01-02,2020-08-14
000752,SHE,Stock,CNY,2000-01-03,2020-08-14
000753,SHE,Stock,CNY,2018-01-01,2020-08-14
000755,SHE,Stock,CNY,2018-01-02,2020-08-10
000756,SHE,Stock,CNY,2000-01-03,2020-08-14
000757,SHE,Stock,CNY,2013-02-08,2020-08-14
000758,SHE,Stock,CNY,2018-01-01,2020-08-14
000759,SHE,Stock,CNY,2018-01-01,2020-08-14
000760,SHE,Stock,CNY,2018-01-02,2020-06-03
000761,SHE,Stock,CNY,2000-01-03,2020-08-14
000762,SHE,Stock,CNY,2018-01-02,2020-08-14
000763,SHE,Stock,CNY,,
000765,SHE,Stock,CNY,,
000766,SHE,Stock,CNY,2018-04-24,2020-08-14
000767,SHE,Stock,CNY,2000-01-03,2020-08-14
000768,SHE,Stock,CNY,2018-01-01,2020-08-14
000769,SHE,Stock,CNY,,
000776,SHE,Stock,CNY,2018-01-01,2020-08-14
000777,SHE,Stock,CNY,2018-01-01,2020-08-14
000778,SHE,Stock,CNY,2000-01-03,2020-08-14
000779,SHE,Stock,CNY,2007-08-30,2020-08-14
000780,SHE,Stock,CNY,2000-01-03,2020-08-14
000782,SHE,Stock,CNY,2018-01-01,2020-08-14
000783,SHE,Stock,CNY,2000-01-03,2020-08-14
000785,SHE,Stock,CNY,2018-01-01,2020-08-14
000786,SHE,Stock,CNY,2018-01-01,2020-08-14
000787,SHE,Stock,CNY,,
000788,SHE,Stock,CNY,2018-01-01,2020-08-14
000789,SHE,Stock,CNY,2018-01-01,2020-08-14
000790,SHE,Stock,CNY,2015-01-05,2020-08-14
000791,SHE,Stock,CNY,2018-01-01,2020-08-14
000792,SHE,Stock,CNY,2000-01-03,2020-04-29
000793,SHE,Stock,CNY,2018-01-02,2020-08-14
000795,SHE,Stock,CNY,2000-01-03,2020-08-14
000796,SHE,Stock,CNY,2007-08-30,2020-08-14
000797,SHE,Stock,CNY,2018-01-01,2020-08-14
000798,SHE,Stock,CNY,2018-01-02,2020-08-14
000799,SHE,Stock,CNY,2018-01-01,2020-08-14
000800,SHE,Stock,CNY,2018-01-01,2020-08-14
000801,SHE,Stock,CNY,2018-01-01,2020-08-14
000802,SHE,Stock,CNY,2018-01-01,2020-08-14
000803,SHE,Stock,CNY,2007-08-30,2020-08-14
000805,SHE,Stock,CNY,,
000806,SHE,Stock,CNY,2007-08-30,2020-08-14
000807,SHE,Stock,CNY,2018-01-02,2020-08-14
000809,SHE,Stock,CNY,2000-01-03,2020-08-14
000810,SHE,Stock,CNY,2018-01-01,2020-08-14
000811,SHE,Stock,CNY,2018-01-01,2020-08-14
000812,SHE,Stock,CNY,2017-12-06,2020-08-14
000813,SHE,Stock,CNY,2018-01-02,2020-08-14
000815,SHE,Stock,CNY,2000-01-03,2020-08-14
000816,SHE,Stock,CNY,2000-01-03,2020-08-14
000817,SHE,Stock,CNY,,
000818,SHE,Stock,CNY,2018-01-01,2020-08-14
000819,SHE,Stock,CNY,2018-01-01,2020-08-14
000820,SHE,Stock,CNY,2007-08-30,2020-08-14
000821,SHE,Stock,CNY,2000-01-03,2020-08-14
000822,SHE,Stock,CNY,2018-01-01,2020-08-14
000823,SHE,Stock,CNY,2000-01-03,2020-08-14
000825,SHE,Stock,CNY,2018-01-01,2020-08-14
000826,SHE,Stock,CNY,2018-01-01,2020-08-14
000827,SHE,Stock,CNY,,
000828,SHE,Stock,CNY,2018-01-01,2020-08-14
000829,SHE,Stock,CNY,2018-01-01,2020-08-14
000830,SHE,Stock,CNY,2000-01-03,2020-08-14
000831,SHE,Stock,CNY,2018-01-02,2020-08-14
000832,SHE,Stock,CNY,,
000833,SHE,Stock,CNY,2018-01-01,2020-08-14
000835,SHE,Stock,CNY,2000-01-03,2020-08-14
000836,SHE,Stock,CNY,2018-01-02,2020-08-14
000837,SHE,Stock,CNY,2018-01-02,2020-08-14
000838,SHE,Stock,CNY,2018-01-01,2020-08-14
000839,SHE,Stock,CNY,2000-01-03,2020-08-14
000848,SHE,Stock,CNY,2018-01-01,2020-08-14
000850,SHE,Stock,CNY,2018-01-01,2020-08-14
000851,SHE,Stock,CNY,2018-01-01,2020-08-14
000852,SHE,Stock,CNY,2000-01-03,2020-08-14
000856,SHE,Stock,CNY,2000-01-03,2020-08-14
000858,SHE,Stock,CNY,2018-01-01,2020-08-14
000859,SHE,Stock,CNY,2018-01-01,2020-08-14
000860,SHE,Stock,CNY,2000-01-03,2020-08-14
000861,SHE,Stock,CNY,2018-01-01,2020-08-14
000862,SHE,Stock,CNY,2018-01-02,2020-08-14
000863,SHE,Stock,CNY,2018-01-02,2020-08-14
000866,SHE,Stock,CNY,,
000868,SHE,Stock,CNY,2018-01-02,2020-08-14
000869,SHE,Stock,CNY,2018-01-01,2020-08-14
000875,SHE,Stock,CNY,2007-08-30,2020-08-14
000876,SHE,Stock,CNY,2018-01-01,2020-08-14
000877,SHE,Stock,CNY,2018-01-01,2020-08-14
000878,SHE,Stock,CNY,2018-01-02,2020-08-14
000880,SHE,Stock,CNY,2018-01-01,2020-08-14
000881,SHE,Stock,CNY,2000-01-03,2020-08-14
000882,SHE,Stock,CNY,2018-01-02,2020-08-14
000883,SHE,Stock,CNY,2018-01-01,2020-08-14
000885,SHE,Stock,CNY,2018-01-01,2020-08-14
000886,SHE,Stock,CNY,2018-01-01,2020-08-14
000887,SHE,Stock,CNY,2018-01-01,2020-08-14
000888,SHE,Stock,CNY,2018-01-01,2020-08-14
000889,SHE,Stock,CNY,2015-01-05,2020-08-14
000890,SHE,Stock,CNY,2018-01-02,2020-08-14
000892,SHE,Stock,CNY,2008-04-24,2020-08-14
000893,SHE,Stock,CNY,2018-01-02,2020-08-14
000895,SHE,Stock,CNY,2018-01-01,2020-08-14
000897,SHE,Stock,CNY,2018-01-02,2020-08-14
000898,SHE,Stock,CNY,2018-01-01,2020-08-14
000899,SHE,Stock,CNY,2018-01-01,2020-08-14
000900,SHE,Stock,CNY,2017-10-26,2020-08-14
000901,SHE,Stock,CNY,2018-01-01,2020-08-14
000902,SHE,Stock,CNY,2018-01-01,2020-08-14
000903,SHE,Stock,CNY,2018-01-01,2020-08-14
000905,SHE,Stock,CNY,2000-01-03,2020-08-14
000906,SHE,Stock,CNY,2000-01-03,2020-08-14
000908,SHE,Stock,CNY,2000-01-03,2020-08-14
000909,SHE,Stock,CNY,2018-01-02,2020-08-14
000910,SHE,Stock,CNY,2018-01-01,2020-08-14
000911,SHE,Stock,CNY,2000-01-03,2020-08-14
000912,SHE,Stock,CNY,2007-08-30,2020-08-14
000913,SHE,Stock,CNY,2018-01-01,2020-08-14
000915,SHE,Stock,CNY,2000-01-03,2020-08-14
000916,SHE,Stock,CNY,2007-08-30,2017-12-04
000917,SHE,Stock,CNY,2000-01-04,2020-08-14
000918,SHE,Stock,CNY,2018-01-02,2020-08-14
000919,SHE,Stock,CNY,2018-01-01,2020-08-14
000920,SHE,Stock,CNY,2018-01-01,2020-08-14
000921,SHE,Stock,CNY,2018-01-01,2020-08-14
000922,SHE,Stock,CNY,2018-01-01,2020-08-14
000923,SHE,Stock,CNY,2018-01-01,2020-08-14
000925,SHE,Stock,CNY,2018-01-02,2020-08-14
000926,SHE,Stock,CNY,2000-01-03,2020-08-14
000927,SHE,Stock,CNY,2018-01-02,2020-08-14
000928,SHE,Stock,CNY,2018-01-01,2020-08-14
000929,SHE,Stock,CNY,2018-01-02,2020-08-14
000930,SHE,Stock,CNY,2017-10-23,2020-08-14
000931,SHE,Stock,CNY,2000-01-03,2020-08-14
000932,SHE,Stock,CNY,2018-01-01,2020-08-14
000933,SHE,Stock,CNY,2018-01-01,2020-08-14
000935,SHE,Stock,CNY,2018-01-01,2020-08-14
000936,SHE,Stock,CNY,2018-01-01,2020-08-14
000937,SHE,Stock,CNY,2000-01-03,2020-08-14
000938,SHE,Stock,CNY,2000-01-03,2020-08-14
000939,SHE,Stock,CNY,2007-08-30,2019-04-26
000948,SHE,Stock,CNY,2000-01-03,2020-08-14
000949,SHE,Stock,CNY,2018-01-01,2020-08-14
000950,SHE,Stock,CNY,2017-04-25,2020-08-14
000951,SHE,Stock,CNY,2018-01-01,2020-08-14
000952,SHE,Stock,CNY,2018-01-01,2020-08-14
000953,SHE,Stock,CNY,2018-01-02,2020-08-14
000955,SHE,Stock,CNY,2000-01-03,2020-08-14
000956,SHE,Stock,CNY,,
000957,SHE,Stock,CNY,2018-01-02,2020-08-14
000958,SHE,Stock,CNY,2000-01-03,2020-08-14
000959,SHE,Stock,CNY,2000-01-03,2020-08-14
000960,SHE,Stock,CNY,2018-01-02,2020-08-14
000961,SHE,Stock,CNY,2000-02-29,2020-08-14
000962,SHE,Stock,CNY,2018-01-02,2020-08-14
000963,SHE,Stock,CNY,2000-01-26,2020-08-14
000965,SHE,Stock,CNY,2018-01-01,2020-08-14
000966,SHE,Stock,CNY,2000-03-15,2020-08-14
000967,SHE,Stock,CNY,2000-03-29,2020-08-14
000968,SHE,Stock,CNY,2018-01-01,2020-08-14
000969,SHE,Stock,CNY,2018-01-02,2020-08-14
000970,SHE,Stock,CNY,2000-04-19,2020-08-14
000971,SHE,Stock,CNY,2018-01-02,2020-08-14
000972,SHE,Stock,CNY,2018-01-02,2020-08-14
000973,SHE,Stock,CNY,2000-05-24,2020-08-14
000975,SHE,Stock,CNY,2018-01-01,2020-08-14
000976,SHE,Stock,CNY,2000-06-07,2020-08-14
000977,SHE,Stock,CNY,2018-01-01,2020-08-14
000978,SHE,Stock,CNY,2018-01-01,2020-08-14
000979,SHE,Stock,CNY,2008-01-17,2018-12-27
000980,SHE,Stock,CNY,2000-06-15,2020-08-14
000981,SHE,Stock,CNY,2018-01-02,2020-08-14
000982,SHE,Stock,CNY,2018-01-02,2020-08-14
000983,SHE,Stock,CNY,2000-07-25,2020-08-14
000985,SHE,Stock,CNY,2018-01-01,2020-08-14
000987,SHE,Stock,CNY,2000-07-17,2020-08-14
000988,SHE,Stock,CNY,2018-01-01,2020-08-14
